@relation balance

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute Class {1,2,3}

@data
404.054421769 ,-0.004524887 ,0.002222222 , 1
776.054421769 ,-0.002262634 ,0.004444444 , 1
1148.054421769 ,-0.001508465 ,0.006666667 , 1
1520.054421769 ,-0.001131364 ,0.008888889 , 1
1892.054421769 ,-0.000905099 ,0.011111111 , 2
775.527210884 ,-0.002262443 ,0.004444444 , 1
1519.527210884 ,-0.001131249 ,0.008888889 , 1
2263.527210884 ,-0.000754179 ,0.013333333 , 3
3007.527210884 ,-0.000565643 ,0.017777778 , 3
3751.527210884 ,-0.000452519 ,0.022222222 , 3
1147.351473923 ,-0.001508296 ,0.006666667 , 1
2263.351473923 ,-0.000754158 ,0.013333333 , 3
3379.351473923 ,-0.000502778 ,0.020000000 , 3
4495.351473923 ,-0.000377087 ,0.026666667 , 3
5611.351473923 ,-0.000301673 ,0.033333333 , 3
1519.263605442 ,-0.001131222 ,0.008888889 , 1
3007.263605442 ,-0.000565616 ,0.017777778 , 3
4495.263605442 ,-0.000377081 ,0.026666667 , 3
5983.263605442 ,-0.000282813 ,0.035555556 , 3
7471.263605442 ,-0.000226252 ,0.044444444 , 3
1891.210884354 ,-0.000904977 ,0.011111111 , 2
3751.210884354 ,-0.000452492 ,0.022222222 , 3
5611.210884354 ,-0.000301664 ,0.033333333 , 3
7471.210884354 ,-0.000226249 ,0.044444444 , 3
9331.210884354 ,-0.000181000 ,0.055555556 , 3
217.527210884 ,-0.009049964 ,0.001123596 , 1
403.527210884 ,-0.004524887 ,0.002247191 , 1
589.527210884 ,-0.003016465 ,0.003370787 , 1
775.527210884 ,-0.002262065 ,0.004494382 , 1
961.527210884 ,-0.001719919 ,0.005617978 , 1
403.263605442 ,-0.004524506 ,0.002247191 , 1
775.263605442 ,-0.002262443 ,0.004494382 , 1
1147.263605442 ,-0.001508338 ,0.006741573 , 1
1519.263605442 ,-0.001131269 ,0.008988764 , 1
1891.263605442 ,-0.000905023 ,0.011235955 , 2
589.175736961 ,-0.003016549 ,0.003370787 , 1
1147.175736961 ,-0.001508296 ,0.006741573 , 1
1705.175736961 ,-0.001005541 ,0.010112360 , 1
2263.175736961 ,-0.000754162 ,0.013483146 , 3
2821.175736961 ,-0.000603333 ,0.016853933 , 3
775.131802721 ,-0.002262426 ,0.004494382 , 1
1519.131802721 ,-0.001131222 ,0.008988764 , 1
2263.131802721 ,-0.000754153 ,0.013483146 , 3
3007.131802721 ,-0.000565618 ,0.017977528 , 3
3751.131802721 ,-0.000452496 ,0.022471910 , 3
961.105442177 ,-0.001809945 ,0.005617978 , 1
1891.105442177 ,-0.000904977 ,0.011235955 , 2
2821.105442177 ,-0.000603321 ,0.016853933 , 3
3751.105442177 ,-0.000452493 ,0.022471910 , 3
4681.105442177 ,-0.000361996 ,0.028089888 , 3
155.351473923 ,-0.013574829 ,0.000757576 , 1
279.351473923 ,-0.006787378 ,0.001515152 , 1
403.351473923 ,-0.004524887 ,0.002272727 , 1
527.351473923 ,-0.003393634 ,0.003030303 , 1
651.351473923 ,-0.002714871 ,0.003787879 , 1
279.175736961 ,-0.006787520 ,0.001515152 , 1
527.175736961 ,-0.003393728 ,0.003030303 , 1
775.175736961 ,-0.002262443 ,0.004545455 , 1
1023.175736961 ,-0.001696738 ,0.006060606 , 1
1271.175736961 ,-0.001341306 ,0.007575758 , 1
403.117157974 ,-0.004524378 ,0.002272727 , 1
775.117157974 ,-0.002262380 ,0.004545455 , 1
1147.117157974 ,-0.001508296 ,0.006818182 , 1
1519.117157974 ,-0.001131238 ,0.009090909 , 1
1891.117157974 ,-0.000904998 ,0.011363636 , 2
527.087868481 ,-0.003393602 ,0.003030303 , 1
1023.087868481 ,-0.001696819 ,0.006060606 , 1
1519.087868481 ,-0.001131222 ,0.009090909 , 1
2015.087868481 ,-0.000848422 ,0.012121212 , 3
2511.087868481 ,-0.000678741 ,0.015151515 , 3
651.070294785 ,-0.002714904 ,0.003787879 , 1
1271.070294785 ,-0.001357460 ,0.007575758 , 1
1891.070294785 ,-0.000904977 ,0.011363636 , 2
2511.070294785 ,-0.000678736 ,0.015151515 , 3
3131.070294785 ,-0.000542990 ,0.018939394 , 3
124.263605442 ,-0.018099710 ,0.000574713 , 1
217.263605442 ,-0.009049832 ,0.001149425 , 1
310.263605442 ,-0.006033204 ,0.001724138 , 1
403.263605442 ,-0.004524887 ,0.002298851 , 1
496.263605442 ,-0.003619894 ,0.002873563 , 1
217.131802721 ,-0.009049900 ,0.001149425 , 1
403.131802721 ,-0.004524934 ,0.002298851 , 1
589.131802721 ,-0.003016609 ,0.003448276 , 1
775.131802721 ,-0.002262443 ,0.004597701 , 1
961.131802721 ,-0.001809940 ,0.005747126 , 1
310.087868481 ,-0.006033372 ,0.001724138 , 1
589.087868481 ,-0.003016675 ,0.003448276 , 1
868.087868481 ,-0.002011103 ,0.005172414 , 1
1147.087868481 ,-0.001508296 ,0.006896552 , 1
1426.087868481 ,-0.001202951 ,0.008620690 , 1
403.065901361 ,-0.004524314 ,0.002298851 , 1
775.065901361 ,-0.002262348 ,0.004597701 , 1
1147.065901361 ,-0.001508274 ,0.006896552 , 1
1519.065901361 ,-0.001131222 ,0.009195402 , 1
1891.065901361 ,-0.000904985 ,0.011494253 , 2
496.052721088 ,-0.003619833 ,0.002873563 , 1
961.052721088 ,-0.001809933 ,0.005747126 , 1
1426.052721088 ,-0.001206630 ,0.008620690 , 1
1891.052721088 ,-0.000904977 ,0.011494253 , 2
2356.052721088 ,-0.000723985 ,0.014367816 , 3
105.610884354 ,-0.022624594 ,0.000465116 , 1
180.010884354 ,-0.011312280 ,0.000930233 , 1
254.410884354 ,-0.007541508 ,0.001395349 , 1
328.810884354 ,-0.005656120 ,0.001860465 , 1
403.210884354 ,-0.004524887 ,0.002325581 , 1
179.905442177 ,-0.011312326 ,0.000930233 , 1
328.705442177 ,-0.005656152 ,0.001860465 , 1
477.505442177 ,-0.003770760 ,0.002790698 , 1
626.305442177 ,-0.002828063 ,0.003720930 , 1
775.105442177 ,-0.002262443 ,0.004651163 , 1
254.270294785 ,-0.007541591 ,0.001395349 , 1
477.470294785 ,-0.003770786 ,0.002790698 , 1
700.670294785 ,-0.002513850 ,0.004186047 , 1
923.870294785 ,-0.001885380 ,0.005581395 , 1
1147.070294785 ,-0.001508296 ,0.006976744 , 1
328.652721088 ,-0.005656298 ,0.001860465 , 1
626.252721088 ,-0.002828149 ,0.003720930 , 1
923.852721088 ,-0.001885432 ,0.005581395 , 1
1221.452721088 ,-0.001414074 ,0.007441860 , 1
1519.052721088 ,-0.001131222 ,0.009302326 , 1
403.042176871 ,-0.004524275 ,0.002325581 , 1
775.042176871 ,-0.002262329 ,0.004651163 , 1
1147.042176871 ,-0.001508262 ,0.006976744 , 1
1519.042176871 ,-0.001131212 ,0.009302326 , 1
1891.042176871 ,-0.000904977 ,0.011627907 , 2
